title,year,keywords,source,doi
Long-term Geospatial Access to Food Environment and Breast Cancer Risk in Metropolitan Chicago,2026,Breast cancer; Environmental health; Geospatial analysis; Metropolitan area; Medicine; Logistic regression; Cohort; Geography; Demography; Obesity; Gerontology; Cohort study; Census; Incidence (geometry); Cancer incidence; Cancer registry; Proportional hazards model,OpenAlex,https://doi.org/10.25417/uic.31451800.v1
spatial.IO - An integrated cloud-ready geospatial data management system,2026,Geospatial analysis; Computer science; Metadata; Geospatial metadata; Interoperability; Database; Spatial data infrastructure; Geospatial PDF; Data element; Spatial database; Spatial analysis; Data integration; Web Coverage Service; Metadata repository; World Wide Web; Cloud computing; Geographic information system; Data management; ArcGIS Server; Sensor web; Data mapping; Metadata modeling; Data access,OpenAlex,https://doi.org/10.5281/zenodo.18851256
Efficient sharing technology for railway model-data integrated services across the full lifecycle,2026,Geospatial analysis; Scheduling (production processes); Computer science; Coding (social sciences); Component (thermodynamics); Service (business); Metadata; Information integration; Data integration; Shared resource; Resource (disambiguation); Service-oriented architecture; Information sharing; Emergency response; Resource efficiency,OpenAlex,https://doi.org/10.1117/12.3101618
Global Facility-Level Solar Photovoltaic Inventory with Energy Generation and Loss Estimates,2026,Photovoltaic system; Environmental science; Geospatial analysis; Solar energy; Meteorology; Electricity generation; Workflow; Solar Resource; Table (database); Remote sensing; Satellite,OpenAlex,https://doi.org/10.5281/zenodo.18794231
Global Facility-Level Solar Photovoltaic Inventory with Energy Generation and Loss Estimates,2026,Photovoltaic system; Environmental science; Geospatial analysis; Solar energy; Meteorology; Electricity generation; Workflow; Solar Resource; Table (database); Remote sensing; Satellite,OpenAlex,https://doi.org/10.5281/zenodo.18794230
Groundwater potential zone mapping in the coastal Bagerhat district of Bangladesh using GIS and remote sensing techniques,2026,Groundwater; Thematic map; Topographic Wetness Index; Environmental science; Hydrology (agriculture); Impervious surface; Lineament; Geospatial analysis; Remote sensing; Thematic Mapper; Soil map; Analytic hierarchy process; Land cover; Water table; Drainage; Water resource management; Drainage density; Geographic information system; Satellite imagery; Geology,OpenAlex,https://doi.org/10.1007/s44288-026-00470-0
Antarctic geothermal heat flow dataset: deep neural network generation optimized by particle swarm optimization algorithm,2026,Geothermal gradient; Particle swarm optimization; Heat flow; Artificial neural network; Geospatial analysis; Algorithm; Flow (mathematics); Geology; Swarm behaviour; Geothermal heating; Meteorology; Data mining; Geothermal energy; Remote sensing; Computer science; Particle (ecology); Square (algebra),OpenAlex,https://doi.org/10.5281/zenodo.18790294
Bridging the STEM Divide: Addressing Educational Disparity in Indiana,2026,Random forest; Ethnic group; Bridging (networking); Baseline (sea); Principal component analysis; Benchmark (surveying); Variety (cybernetics); Dimensionality reduction; Machine learning; Feature (linguistics); Computer science; Inequality; Artificial intelligence; Socioeconomic status; Curse of dimensionality; Ensemble learning; Class (philosophy); Econometrics; Data science; Class size; Big data; Geography; Race (biology),OpenAlex,https://doi.org/10.70121/001c.154601
"Invisible to Experts, Visible to a Child: Documentation Discrepancies in Aviation Training Materials, Latent Conditions for CFIT, and the Strategic Value of Independent Observation in High Reliability Organizations",2026,Documentation; Geospatial analysis; Notice; Reliability (semiconductor); Agency (philosophy); Knowledge management; Business; Aviation; Civil aviation; Process management; Computer science; Value (mathematics); Strategic planning; Training (meteorology),OpenAlex,https://doi.org/10.5281/zenodo.18843728
From Data to Map: Geospatial Visualization of Istanbul’s Daily Traffic,2026,Geospatial analysis; Visualization; Computer science; Data visualization; Data science; Raw data; Geovisualization; Coding (social sciences); Spatial analysis; Data mining; Geocoding; Smart city; Data integration; Bridge (graph theory); Creative visualization; Geographic information system,OpenAlex,https://doi.org/10.5194/isprs-archives-xlviii-4-w19-2025-111-2026
Navigating the Seas of AI: Effectiveness of Small Language Models on Edge Devices for Maritime Applications,2026,Enhanced Data Rates for GSM Evolution; Computer science; Documentation; Immediacy; Port (circuit theory); The Internet; Resource (disambiguation); Testbed; Inference; Quality (philosophy); Edge device; Engineering; Systems engineering; Nautical chart; Edge computing; World Wide Web; Data science; Agency (philosophy); Operations research; Ideal (ethics); Information system,OpenAlex,https://doi.org/10.3390/s26051590
Spatial configuration and sustainability: decoding the landscape genes of traditional Li settlements in Hainan Island through a production-living-ecological space framework,2026,Geospatial analysis; Human settlement; Geography; Sustainability; Urbanization; Sustainable development; Environmental resource management; Boundary (topology); Spatial analysis; Linkage (software); Space (punctuation); Environmental planning; Ecology; Key (lock); Computer science; Decoding methods; Spatial planning; Adaptation (eye),OpenAlex,https://doi.org/10.3389/fenvs.2026.1755099
A Multi-scale Object-based Framework for Hierarchical Urban Land Use and Land Cover Classification Using Ensemble Machine Learning and Multi-source Geospatial Data,2026,Land cover; Geospatial analysis; Metropolitan area; Ensemble learning; Land use; Machine learning; Computer science; Urbanization; Land-use planning; Robustness (evolution); Artificial intelligence; Ensemble forecasting; Urban planning; Random forest; Geography; Geographic information system; Geomatics; Data mining,OpenAlex,https://doi.org/10.1007/s41748-026-01078-7
Public Aid in the Valencian Province After DANA 2024,2026,Beneficiary; Government (linguistics); Context (archaeology); Flood myth; Business; Politics; Local government; Economic growth; Geography; Damages; Public sector; Unemployment; Environmental planning; Geospatial analysis; Agriculture; Political science,OpenAlex,https://doi.org/10.5281/zenodo.18847407
Long-term Geospatial Access to Food Environment and Breast Cancer Risk in Metropolitan Chicago,2026,Breast cancer; Environmental health; Geospatial analysis; Metropolitan area; Medicine; Logistic regression; Cohort; Geography; Demography; Obesity; Gerontology; Cohort study; Census; Incidence (geometry); Cancer incidence; Cancer registry; Proportional hazards model,OpenAlex,https://doi.org/10.25417/uic.31451800
"Urban Tree Classification from Multispectral Airborne LiDAR Using PointNet, DGCNN &amp; RandLA-Net",2026,Multispectral image; Lidar; Remote sensing; Geospatial analysis; Computer science; Artificial intelligence; Tree (set theory); Multispectral pattern recognition; Deep learning; Geography; Support vector machine; Urban planning; Decision tree; Sensor fusion; Environmental science; Geographic information system,OpenAlex,https://doi.org/10.5194/isprs-archives-xlviii-4-w19-2025-55-2026
Toward urban sustainability: assessing SDG11.2 via functional zone analysis in five Chinese cities,2026,Geospatial analysis; Sustainability; Computer science; Segmentation; Geography; Urban planning; Deep learning; Field (mathematics); Markov random field; Sustainable development; Feature (linguistics); Urbanization; Artificial intelligence; Markov chain; Cartography; Spatial analysis; Urban spatial structure; Environmental resource management; Adaptation (eye),OpenAlex,https://doi.org/10.1038/s42949-026-00367-4
The Management of Street Vending in Public Spaces in Indonesia: How Do Regulations Facilitate Self-Organising Communities?,2028,Land use; Public relations; Business; Urban planning; Qualitative research; Public use; Public administration; Public policy,OpenAlex,https://doi.org/10.17638/03195324
"Transformación territorial en las subcuencas La Sabana y Tres Palos (Guerrero, México): Proyecciones al 2030 y 2050 mediante modelos predictivos",2026,Geography; Land cover; Groundwater recharge; Drainage network; Land use; Forestry; Forest cover; Water resource management,OpenAlex,https://doi.org/10.5281/zenodo.18622366
"Transformación territorial en las subcuencas La Sabana y Tres Palos (Guerrero, México): Proyecciones al 2030 y 2050 mediante modelos predictivos",2026,Geography; Land cover; Groundwater recharge; Drainage network; Land use; Forestry; Forest cover; Water resource management,OpenAlex,https://doi.org/10.5281/zenodo.18622367
"Exploring the spatial distribution patterns of loess landslides and identifying the key driving factors in typical regions of the upper Yellow River, China",2026,Landslide; Loess; Land reclamation; Physical geography; China; Land use; Spatial distribution; Driving factors; Geography; Cartography; Geology; Collinearity; Loess plateau; Environmental science; Geographically Weighted Regression; Land cover; Spatial analysis; Distribution (mathematics),OpenAlex,https://doi.org/10.1080/19475705.2026.2636709
The wicked problem of land use planning: navigating stochasticity at the convergence of maximum entropy and generalised additive modelling,2026,Principle of maximum entropy; Weighting; Econometrics; Additive model; Mathematics; Entropy (arrow of time); Dimension (graph theory); Lasso (programming language); Regression; Land use; Logistic regression; Parametric statistics; Convergence (economics); Basis (linear algebra); Computer science; Statistics; Mathematical optimization; Minification; Generalized additive model,OpenAlex,https://doi.org/10.1080/23311886.2026.2633467
Transforming smallholder orange farming in Tanzania: Institutional constraints and sustainability pathways in Muheza District,2026,Livelihood; Sustainability; Business; Corporate governance; Descriptive statistics; Incentive; Economics; Natural resource economics; Contract farming; Public economics; Agriculture; Equity (law); Sustainable development; Environmental resource management; Leasehold estate; Land tenure; Agricultural economics; Sustainable agriculture; Agricultural policy,OpenAlex,https://doi.org/10.1080/23311932.2026.2634429
"A comparative assessment of supervised models for landslide susceptibility mapping: a case study of Qiongzhong county, Hainan Island, China",2026,Boosting (machine learning); Decision tree; Landslide; Gradient boosting; Random forest; Support vector machine; Computer science; Artificial intelligence; Machine learning; Geography; China; Regression; Supervised learning; Ensemble learning; Statistical model; Regression analysis; Statistics,OpenAlex,https://doi.org/10.1080/19475705.2026.2634968
Anomalies of land-atmospheric parameters in the 2023 Turkey earthquake (Mw7.8) using GNSS and ERA5,2026,Precipitable water; Geology; GNSS applications; Environmental science; Water vapor; Surface pressure; Root mean square; Geodesy; Satellite; Magnitude (astronomy); TEC; Wind speed; Meteorology; Atmospheric sciences,OpenAlex,https://doi.org/10.1080/19475705.2026.2637789
Socio-productive characterization and agroecological analysis of Spanish transhumance,2026,Agroecology; Geography; Livelihood; Food security; Food systems; Sustainability; Livestock; Pastoralism; Ecosystem services; Agriculture; Corporate governance; Cultural diversity; Socioeconomic status; Agroforestry; Agrarian society; Diversity (politics); Poverty; Agricultural biodiversity,OpenAlex,https://doi.org/10.1080/15487733.2026.2627081
Assessment of the Environmental Impacts of Landslides on Groundwater Resources Using Geoelectrical Surveys and Dipole-Dipole Arrays,2026,Landslide; Groundwater; Geology; Hydrology (agriculture); Infiltration (HVAC); Vegetation (pathology); Landslide mitigation; Environmental science; Water table; Surface water; Groundwater resources; Water resources; Water level; Irrigation,OpenAlex,https://doi.org/10.57647/j.ap.2025.0902.22
MODELLING THE USE OF TECHNOLOGY TO IMPROVE DEGRADED LAND AND BIOMASS DENSITY,2026,Environmental science; Biomass (ecology); Production (economics); Land use,OpenAlex,https://doi.org/10.5281/zenodo.18708271
MODELLING THE USE OF TECHNOLOGY TO IMPROVE DEGRADED LAND AND BIOMASS DENSITY,2026,Environmental science; Biomass (ecology); Production (economics); Land use,OpenAlex,https://doi.org/10.5281/zenodo.18708270
The Importance of Mangroves for Climate Change Management and Sustainable Development: A Narrative Review,2026,Mangrove; Climate change; Blue carbon; Environmental resource management; Greenhouse gas; Global warming; Biodiversity; Biomass (ecology); Environmental science; Geography; Ecosystem; Agroforestry; Climate change mitigation; Effects of global warming; Sustainable management; Ecosystem services; Sustainable development; Ecology; Coastal management,OpenAlex,https://doi.org/10.5281/zenodo.18755310
The Role of Parliament in Peacebuilding in Ethiopia,2026,Peacebuilding; Peacebuilding; Parliament; Parliament; Political science; Political science; Government (linguistics); Government (linguistics); Politics; Politics; State (computer science); State (computer science); Public administration; Public administration; Power (physics); Power (physics); Political economy; Political economy; Conflict management; Conflict management; Law; Law; Conflict resolution; Conflict resolution; Internal conflict; Internal conflict; Development aid; Development aid; Human rights; Human rights; Mechanism (biology); Mechanism (biology); Control (management); Control (management); Terrorism; Terrorism; Negotiation; Negotiation,OpenAlex,https://doi.org/10.5281/zenodo.18368147
The Role of Parliament in Peacebuilding in Ethiopia,2026,Peacebuilding; Peacebuilding; Parliament; Parliament; Political science; Political science; Government (linguistics); Government (linguistics); Politics; Politics; State (computer science); State (computer science); Public administration; Public administration; Power (physics); Power (physics); Political economy; Political economy; Conflict management; Conflict management; Law; Law; Conflict resolution; Conflict resolution; Internal conflict; Internal conflict; Development aid; Development aid; Human rights; Human rights; Mechanism (biology); Mechanism (biology); Control (management); Control (management); Terrorism; Terrorism; Negotiation; Negotiation,OpenAlex,https://doi.org/10.5281/zenodo.18368148
The Importance of Mangroves for Climate Change Management and Sustainable Development: A Narrative Review,2026,Mangrove; Climate change; Blue carbon; Environmental resource management; Greenhouse gas; Global warming; Biodiversity; Biomass (ecology); Environmental science; Geography; Ecosystem; Agroforestry; Climate change mitigation; Effects of global warming; Sustainable management; Ecosystem services; Sustainable development; Ecology; Coastal management,OpenAlex,https://doi.org/10.5281/zenodo.18755311
Mangroves and Blue Carbon: Importance for Climate Change Mitigation and Adaptation,2026,"Mangrove; Blue carbon; Climate change; Climate change mitigation; Environmental science; Ecosystem; Biodiversity; Global warming; Agroforestry; Ecosystem services; Ecology; Carbon sequestration; Greenhouse gas; Mangrove ecosystem; Restoration ecology; Environmental resource management; Geography; Land use, land-use change and forestry; Environmental protection; Carbon stock",OpenAlex,https://doi.org/10.5281/zenodo.18732144
Mangroves and Blue Carbon: Importance for Climate Change Mitigation and Adaptation,2026,"Mangrove; Blue carbon; Climate change; Climate change mitigation; Environmental science; Ecosystem; Biodiversity; Global warming; Agroforestry; Ecosystem services; Ecology; Carbon sequestration; Greenhouse gas; Mangrove ecosystem; Restoration ecology; Environmental resource management; Geography; Land use, land-use change and forestry; Environmental protection; Carbon stock",OpenAlex,https://doi.org/10.5281/zenodo.18732143
The Role of Mangrove Forests in Carbon Storage (Carbon Stock): A Comprehensive Review,2026,Mangrove; Blue carbon; Environmental science; Biomass (ecology); Ecosystem; Agroforestry; Biodiversity; Soil carbon; Climate change; Carbon fibers; Carbon sequestration; Greenhouse gas; Ecology; Climate change mitigation; Global warming; Mangrove ecosystem; Total organic carbon; Carbon cycle; Ecosystem services,OpenAlex,https://doi.org/10.5281/zenodo.18732098
The Role of Mangrove Forests in Carbon Storage (Carbon Stock): A Comprehensive Review,2026,Mangrove; Blue carbon; Environmental science; Biomass (ecology); Ecosystem; Agroforestry; Biodiversity; Soil carbon; Climate change; Carbon fibers; Carbon sequestration; Greenhouse gas; Ecology; Climate change mitigation; Global warming; Mangrove ecosystem; Total organic carbon; Carbon cycle; Ecosystem services,OpenAlex,https://doi.org/10.5281/zenodo.18732099
What is a Peatland? A comprehensive review,2026,"Peat; Wetland; Environmental science; Ecosystem services; Greenhouse gas; Soil carbon; Land use; Climate change; Land cover; Agriculture; Ecosystem; Agroforestry; Biomass (ecology); Primary production; Land use, land-use change and forestry; Environmental resource management; Global warming; Soil organic matter; Land management; Permafrost",OpenAlex,https://doi.org/10.5281/zenodo.18721928
Role of Mangrove Forests in Coastal Protection and Disaster Risk Reduction,2026,Mangrove; Storm surge; Environmental science; Coastal hazards; Disaster risk reduction; Hazard; Vulnerability (computing); Environmental resource management; Environmental protection; Livelihood; Biodiversity; Resilience (materials science); Coastal erosion; Agroforestry; Geography; Storm,OpenAlex,https://doi.org/10.5281/zenodo.18365681
Role of Mangrove Forests in Coastal Protection and Disaster Risk Reduction,2026,Mangrove; Storm surge; Environmental science; Coastal hazards; Disaster risk reduction; Hazard; Vulnerability (computing); Environmental resource management; Environmental protection; Livelihood; Biodiversity; Resilience (materials science); Coastal erosion; Agroforestry; Geography; Storm,OpenAlex,https://doi.org/10.5281/zenodo.18365680
What is a Peatland? A comprehensive review,2026,"Peat; Wetland; Environmental science; Ecosystem services; Greenhouse gas; Soil carbon; Land use; Climate change; Land cover; Agriculture; Ecosystem; Agroforestry; Biomass (ecology); Primary production; Land use, land-use change and forestry; Environmental resource management; Global warming; Soil organic matter; Land management; Permafrost",OpenAlex,https://doi.org/10.5281/zenodo.18721927
Constraints on past CO2 and climate sensitivity from global temperature and sea level reconstructions across the Plio-Pleistocene,2026,Climatology; Climate sensitivity; Environmental science; Radiative forcing; Albedo (alchemy); Sea level; Global temperature; Climate change; Forcing (mathematics); Climate model; Climate system; Sensitivity (control systems); Range (aeronautics); Climate commitment; Global warming; Sea surface temperature; Earth system science; Atmospheric sciences; Baseline (sea); Global change; Carbon cycle; Energy balance; Transient climate simulation; Greenhouse gas,OpenAlex,https://doi.org/10.1029/2025gl120608
"Green Carbon: Role, Evidence, Methods, and Policy Implications",2026,Soil carbon; Climate change; Carbon cycle; Environmental science; Terrestrial ecosystem; Carbon accounting; Carbon fibers; Greenhouse gas; Natural resource economics; Atmospheric carbon cycle; Climate change mitigation; Environmental resource management; Carbon sequestration; Soil water; Global warming; Environmental protection; Ecosystem services; Ecosystem; Corporate governance; Global change; Carbon credit; Carbon offset; Earth system science; Land use,OpenAlex,https://doi.org/10.5281/zenodo.18622420
"Green Carbon: Role, Evidence, Methods, and Policy Implications",2026,Soil carbon; Climate change; Carbon cycle; Environmental science; Terrestrial ecosystem; Carbon accounting; Carbon fibers; Greenhouse gas; Natural resource economics; Atmospheric carbon cycle; Climate change mitigation; Environmental resource management; Carbon sequestration; Soil water; Global warming; Environmental protection; Ecosystem services; Ecosystem; Corporate governance; Global change; Carbon credit; Carbon offset; Earth system science; Land use,OpenAlex,https://doi.org/10.5281/zenodo.18622419
Assessing the Theoretical Risk of Plasmodium knowlesi Emergence in Central Africa: A Framework for Zoonotic Surveillance in Potential Novel Spillover Zones,2026,Malaria; Plasmodium knowlesi; Environmental planning; Environmental resource management; Safeguarding; Public health; Biology; Vector (molecular biology); One Health; Risk analysis (engineering); Adaptability; Geography; Ecology; Business; Warning system; Spillover effect; Arbovirus; Global health,OpenAlex,https://doi.org/10.5281/zenodo.18363249
Assessing the Theoretical Risk of Plasmodium knowlesi Emergence in Central Africa: A Framework for Zoonotic Surveillance in Potential Novel Spillover Zones,2026,Malaria; Plasmodium knowlesi; Environmental planning; Environmental resource management; Safeguarding; Public health; Biology; Vector (molecular biology); One Health; Risk analysis (engineering); Adaptability; Geography; Ecology; Business; Warning system; Spillover effect; Arbovirus; Global health,OpenAlex,https://doi.org/10.5281/zenodo.18363250
Connectivity between primary and secondary subglacial drainage systems beneath a land-terminating outlet glacier of the Greenland Ice Sheet,2026,Geology; Meltwater; Glacier; Geomorphology; Ice sheet; Ice stream; Drainage; Drainage system (geomorphology); Greenland ice sheet; Cryosphere; Drainage basin; Lead (geology),OpenAlex,https://doi.org/10.31223/x5bn1f
Addressing land-use conflicts in port cities: A diagnostic and governance framework,2026,Port (circuit theory); Business; Corporate governance; Environmental resource management; Environmental planning; Public administration; Information governance,OpenAlex,https://doi.org/10.1016/j.ocecoaman.2026.108156
IFAD and Farm Radio International’s Participatory Dialogues in Sub-Saharan Africa,2026,Citizen journalism; Agriculture; Economic growth; Business; Optimism; Adaptation (eye); Participatory action research; Political science; Public relations; Space (punctuation); Food security; Food systems; Agribusiness; Deliberation; Climate change adaptation; International development; Agricultural communication; Marketing; Food insecurity; Government (linguistics); Climate change; Rural area; Environmental resource management,OpenAlex,https://doi.org/10.21083/caree.v1i1.9077
ANALYSIS OF COMBINED MACHINERY USED FOR LAND PREPARATION ON SMALL-CONTOUR DEHQAN FARMS OF THE REPUBLIC,2026,Agriculture; Sowing; Business; The Republic; Agroforestry; Field (mathematics); Agricultural machinery; Agricultural land; Environmental protection; Environmental science; Land use; Environmental planning; Geography,OpenAlex,https://doi.org/10.5281/zenodo.18862048
COMPARATIVE CRITICAL ANALYSIS OF URBAN DESIGN PROCESSES IN TWO PLANNING SYSTEMS IN SAUDI ARABIA: CASE STUDIES OF THE WATERFRONT DEVELOPMENT IN JEDDAH AND YANBU,2030,Urban planning; Urban design; Corporate governance; Environmental planning; Urbanization; Strengths and weaknesses; Conceptual framework; Urban density; Process (computing); Quality (philosophy); Business system planning; Urban studies; Geography; The Conceptual Framework; Sustainable development; Built environment; Engineering; Spatial planning; Strategic planning; Political science; City region; Regional science,OpenAlex,https://doi.org/10.17638/03194716
"Healing Landscape that Supports Healthy Ageing-in-Place in Suzhou, China",2029,Conceptual framework; Redevelopment; Urbanization; Level design; Environmental planning; Psychological intervention; Focus group; Landscape design; China; Walkability; Built environment; Urban planning; Quality of life (healthcare); Urban design; Landscape architecture; Architectural engineering; Aging in place; The Conceptual Framework; Geography; Conceptual model; Sociology; Conceptual design; Community engagement; Qualitative research; Environmental resource management,OpenAlex,https://doi.org/10.17638/03195456
ADVANCING A CONFLICT-FREE MODEL OF COACHING AND POLICING STREET VENDORS,2026,Coaching; Vendor; Citizen journalism; General partnership; Public relations; Relocation; Business; Litany; Sociology; Political science; Economic Justice; Urban regeneration; Public administration; Urban management; Urban planning; Participatory planning; Social exclusion,OpenAlex,https://doi.org/10.5281/zenodo.18150096
ADVANCING A CONFLICT-FREE MODEL OF COACHING AND POLICING STREET VENDORS,2026,Coaching; Vendor; Citizen journalism; General partnership; Public relations; Relocation; Business; Litany; Sociology; Political science; Economic Justice; Urban regeneration; Public administration; Urban management; Urban planning; Participatory planning; Social exclusion,OpenAlex,https://doi.org/10.5281/zenodo.18150097
Participativní mapování výskytu divokých a volně žijících zvířat v Brně a okolí – podkladová data,2026,Geography; Demographics; Agency (philosophy); Wildlife; Plan (archaeology); Czech; Resilience (materials science); Cartography; Citizen journalism,OpenAlex,https://doi.org/10.5281/zenodo.18266220
Participativní mapování výskytu divokých a volně žijících zvířat v Brně a okolí – podkladová data,2026,Geography; Demographics; Agency (philosophy); Wildlife; Plan (archaeology); Czech; Resilience (materials science); Cartography; Citizen journalism,OpenAlex,https://doi.org/10.5281/zenodo.18266219
Urban flood risk projection under climate change: an approach based on explainable and optimized ensemble learning,2026,Computer science; Beijing; Flood myth; Ensemble learning; Key (lock); Projection (relational algebra); Machine learning; Interpretability; Artificial intelligence; Climate change; Socioeconomic status; Decision support system; Data mining; Class (philosophy); Ranking (information retrieval); Ensemble forecasting,OpenAlex,https://doi.org/10.1080/19475705.2026.2638526
"A Case Study of the HIV, Tuberculosis, and Food Insecurity Syndemic Among Pregnant Women Amidst Climate-Induced Drought in Djibouti",2026,Syndemic; Syndemic; Environmental health; Environmental health; Public health; Public health; Medicine; Medicine; Focus group; Focus group; Malnutrition; Malnutrition; Health care; Health care; Qualitative research; Qualitative research; Intervention (counseling); Intervention (counseling); Socioeconomics; Socioeconomics; Tuberculosis; Tuberculosis; Health intervention; Health intervention; Disease; Disease; Severe Acute Malnutrition; Severe Acute Malnutrition,OpenAlex,https://doi.org/10.5281/zenodo.18365387
"A Case Study of the HIV, Tuberculosis, and Food Insecurity Syndemic Among Pregnant Women Amidst Climate-Induced Drought in Djibouti",2026,Syndemic; Syndemic; Environmental health; Environmental health; Public health; Public health; Medicine; Medicine; Focus group; Focus group; Malnutrition; Malnutrition; Health care; Health care; Qualitative research; Qualitative research; Intervention (counseling); Intervention (counseling); Socioeconomics; Socioeconomics; Tuberculosis; Tuberculosis; Health intervention; Health intervention; Disease; Disease; Severe Acute Malnutrition; Severe Acute Malnutrition,OpenAlex,https://doi.org/10.5281/zenodo.18365386
"Planning and Urban Design for Attractive Arctic Cities. David Chapman, Kristina L. Nilsson, Jennie Sjöholm, Routledge, 2025, £36.99 (paperback), 232 pages, ISBN 9781032372716",2026,Urban design; Urbanism; Urban planning; Arctic; Environmental planning; Landscape architecture; Geography; The arctic; Architecture; Civil engineering; Library science; Archaeology; Engineering,OpenAlex,https://doi.org/10.1057/s41289-026-00312-y
Integrating Graph Generalised Topological Spaces for Sustainable Development Modelling,2026,Interdependence; Development (topology); Sustainability; Flexibility (engineering); Computer science; Sustainable development; Graph; Graph theory; Resource (disambiguation); Management science; Topological space; Topology (electrical circuits); Focus (optics); Theoretical computer science,OpenAlex,https://doi.org/10.9734/arjom/2026/v22i21050
<b>Decoding the Spatial Drivers of Building Energy: A Neighborhood-Scale Perspective for Low-Carbon Urban Planning</b>,2026,Perspective (graphical); Geography; Computer science; Energy (signal processing); Regional science; Data science; Statistical analysis; Architectural engineering,OpenAlex,https://doi.org/10.6084/m9.figshare.31476997.v1
An Open-Source Digital Street Tree Inventory for Neighborhood-Scale Assessment in Rome,2026,Operationalization; Geography; Georeference; Tree (set theory); Environmental resource management; Floristics; Population; Identification (biology); Ecosystem services; Forestry; Limiting; Scalability; Computer science; Work (physics); Protocol (science); Green infrastructure; Digital mapping; Urban forestry; Ecology,OpenAlex,https://doi.org/10.3390/land15030418
Project Talk Trial - Host Interviews,2026,Psychological intervention; Randomized controlled trial; Qualitative research; Conversation; Intervention (counseling); Host (biology); Medical education; Psychology; Grounded theory; Qualitative property; Research design; Cluster randomised controlled trial,OpenAlex,https://doi.org/10.3886/e246722v1
International legal protection of civilians in today’s world: proportionality and precautionary measures in the use of explosive weapons in populated areas,2026,Proportionality (law); International humanitarian law; Human rights; International law; Political science; Accountability; Population; Civilian population; Law; Doctrine; Law and economics; International human rights law; Public international law; International relations; General assembly; Business; Armed conflict; Guard (computer science),OpenAlex,https://doi.org/10.24144/2788-6018.2026.01.3.31
"Plan Canada - Volume 15, Number 2 (September 1975)",2026,Terrain; Plan (archaeology); Perspective (graphical); Management; Incentive; Geography; Governor; Regional science; Selection (genetic algorithm); Political science,OpenAlex,https://doi.org/10.25316/sp9q-vx44
"Shaping industrial spatial density: How floor area ratio varies across regions and sectors in Zhejiang, China",2026,Arable land; Per capita; China; Land use; Floor area ratio; Agricultural economics; Geography; Natural resource economics; Economic geography; Panel data; Secondary sector of the economy; Business; Government (linguistics); Urbanization; Environmental resource management; Land development; Production (economics); Land-use planning; Spatial planning,OpenAlex,https://doi.org/10.1371/journal.pone.0343089
Subway-city interface in China: Inter-urban comparative analysis of station-area integration,2026,Pedestrian; Public transport; Transport engineering; Mainland; Mainland China; Walkability; Public space; Geography; Urban planning; Service (business); Harmonization; Business; Transit (satellite); Port (circuit theory); Benchmark (surveying); Transit-oriented development; Government (linguistics); Urbanization; Craft; Regional science; Land use; Audit; Public service; Computer science,OpenAlex,https://doi.org/10.1016/j.tbs.2026.101273
Integrating citizen science and machine learning to guide urban biodiversity planning: A case study of Belgium's top 10 urban regions,2026,Urbanization; Citizen science; Robustness (evolution); Geography; Biodiversity; Habitat; Corporate governance; Urban planning; Distribution (mathematics); Environmental resource management; Wildlife corridor; Stability (learning theory); Ecology; Biodiversity hotspot; Adaptability; Urban climate; Environmental planning; Conservation biology; Animal ecology; Random forest,OpenAlex,https://doi.org/10.1016/j.eiar.2026.108403
"Plan Canada - Volume 15, Number 1 (March 1975)",2026,Compendium; Human settlement; Redevelopment; Plan (archaeology); Apartment; Settlement (finance); Management; History; Futures contract; Engineering; Regional planning; Government (linguistics); Section (typography); Operations research; Public administration; Political science,OpenAlex,https://doi.org/10.25316/ddf5-md20
QUANTITATIVE AND QUALITATIVE FEATURES OF THE INTERACTION OF ARCHITECTURAL AND URBAN PLANNING ASPECTS OF THE TRANSFORMATION OF RESIDENTIAL TERRITORIES OF THE CITY,2026,Urban planning; Architecture; Architectural engineering; Point (geometry); Field (mathematics); Transformation processes; Natural (archaeology); Architectural plan; Management science; Computer science; Transformation (genetics); Data science; Regional science; Quantitative analysis (chemistry); Geography; Work (physics); Urban design; Environmental planning,OpenAlex,https://doi.org/10.30838/ujcea.2312.250226.29.1207
An integrated approach for identifying multidimensional urban centers,2026,Metropolitan area; Multidimensional scaling; Identification (biology); Dimension (graph theory); Workflow; Principal component analysis; Urban planning; Aggregate (composite); Computer science; Construct (python library); Focus (optics); Geography; Space (punctuation); Feature (linguistics); Regional science; Sustainability; Urban spatial structure; Principal (computer security); Similarity (geometry); Land use,OpenAlex,https://doi.org/10.1016/j.cities.2026.106931
Axiomatic Urban Theory,2026,Axiom; Axiomatic system; Work (physics); Constant (computer programming); Mathematical economics; Mathematics; Basis (linear algebra); Complex system; Foundation (evidence); Energy (signal processing); Calculus (dental); Computer science; Theoretical physics; Simple (philosophy),OpenAlex,https://doi.org/10.6084/m9.figshare.31485694.v1
Road and Building Reconstruction from 3D LiDAR Point Clouds: A Scoping Review,2026,Point cloud; Computer science; Footprint; 3D city models; Key (lock); Workflow; Mobile mapping; Lidar; Ambiguity; Pipeline (software); Data mining; Point (geometry); Parametric statistics; 3D reconstruction; Building information modeling; Urban planning; Range (aeronautics); Level of detail; Artificial intelligence; Photogrammetry; Computer vision; Data science; 3D modeling; Remote sensing,OpenAlex,https://doi.org/10.21203/rs.3.rs-8743815/v1
